Delivery_ID,Truck_ID,Vehicle_Type,Truck_Age_Years,Vehicle_Status,Driver_ID,Driver_Name,Driver_Experience_Years,Driver_Performance_Score,Driver_Behaviour_Score,Delivery_Date,Route_Region,Route_Distance_KM,Delivery_Status,Delay_Hours,Delay_Reason,Fuel_Consumed_Liters,Fuel_Cost_EUR,Maintenance_Cost_EUR,Breakdown_Count,Downtime_Hours,Customer_ID,Customer_Name,Complaint_Category,Complaint_Status,Customer_Satisfaction_Score,Delivery_Revenue_EUR,Revenue_Loss_EUR
DEL-04327,TRK-067,Articulated Truck,7,Active,DRV-054,Lori Smith,2,75.89,69.01,2025-07-19,Meath,75,Delayed,2.07,Vehicle Breakdown,16.17,29.24,513.48,0,0.0,CUS-0036,Maxwell-Everett,Delivery Delay,Open,6,391.05,237.44
DEL-04328,TRK-034,Van,10,Breakdown,DRV-098,Kristen Velazquez,2,72.66,66.17,2026-01-29,Kildare,186,Delayed,6.15,Traffic,37.17,73.28,2810.0,2,21.92,CUS-0287,"Avila, Salazar and Taylor",Delivery Delay,Open,5,1091.29,530.22
DEL-04329,TRK-109,Articulated Truck,2,Active,DRV-093,Roger Allen,4,77.55,75.59,2025-11-02,Kildare,374,Delayed,3.29,Weather,80.23,159.52,319.91,0,0.0,CUS-0132,"Walker, Burke and Wilson",Delivery Delay,Resolved,7,1715.0,250.89
DEL-04330,TRK-138,Rigid Truck,12,Active,DRV-049,Alejandro Turner,1,70.67,58.56,2026-03-02,Galway,179,Delayed,6.64,Traffic,41.87,82.26,1731.72,1,15.57,CUS-0333,Price-Todd,Driver Behaviour,Open,4,819.31,750.95
DEL-04331,TRK-022,Refrigerated Truck,7,Active,DRV-095,Susan Townsend,1,71.83,54.99,2026-05-12,Dublin,254,Delayed,5.55,Route Inefficiency,52.67,117.02,3491.97,3,22.26,CUS-0105,Gutierrez-Bautista,Driver Behaviour,Resolved,1,1536.43,815.4
DEL-04332,TRK-105,Van,2,Active,DRV-023,Tammy Riggs,10,83.94,81.46,2025-06-17,Cork,118,Failed,6.29,Driver Issue,21.56,38.15,172.73,0,0.0,CUS-0149,"Lawrence, Bowman and Montoya",Delivery Delay,Open,4,884.55,479.24
DEL-04333,TRK-037,Articulated Truck,9,Maintenance,DRV-048,John Thompson,4,72.29,69.85,2025-06-04,Cork,308,Delayed,5.68,Driver Issue,67.34,113.87,1708.74,1,5.73,CUS-0331,Smith Ltd,No Complaint,No Complaint,6,2233.43,555.19
DEL-04334,TRK-041,Van,11,Maintenance,DRV-003,Jessica Cantrell,10,54.81,48.11,2026-04-11,Kildare,122,Delayed,2.09,Traffic,28.99,64.6,2037.98,1,14.7,CUS-0467,Hampton-Smith,Delivery Delay,Open,6,1019.15,289.64
DEL-04335,TRK-127,Articulated Truck,11,Active,DRV-059,Timothy Cole,6,68.45,62.2,2026-06-02,Limerick,241,Delayed,7.36,Vehicle Breakdown,71.45,153.71,1926.93,1,10.39,CUS-0458,"Walker, Huang and Vazquez",Delivery Delay,Open,2,1343.73,1062.54
DEL-04336,TRK-097,Articulated Truck,4,Active,DRV-095,Jordan Ferguson,13,79.77,62.46,2025-07-20,Meath,42,Delayed,5.81,Driver Issue,7.59,12.95,220.26,0,0.0,CUS-0447,Barton-Turner,Delivery Delay,Open,4,255.1,332.93
DEL-04337,TRK-034,Van,1,Active,DRV-051,Patricia Thomas,7,91.19,84.68,2026-02-19,Waterford,219,On-Time,0.0,No Delay,39.47,78.4,267.44,0,0.0,CUS-0113,Smith-Tran,No Complaint,No Complaint,10,1421.16,0.0
DEL-04338,TRK-115,Van,9,Maintenance,DRV-065,Kevin Perkins,14,60.47,57.8,2026-02-22,Waterford,302,Delayed,11.56,Vehicle Breakdown,75.56,165.86,2447.74,2,13.5,CUS-0155,"Hill, Werner and Walker",Wrong Delivery,Resolved,5,1371.22,1196.33
DEL-04339,TRK-136,Van,12,Maintenance,DRV-003,Joseph Kaiser,12,65.1,50.62,2026-04-26,Dublin,246,Delayed,12.48,Vehicle Breakdown,61.2,136.68,2307.18,3,40.57,CUS-0134,Osborne-Thomas,Delivery Delay,Resolved,5,1266.73,1017.41
DEL-04340,TRK-012,Van,1,Active,DRV-056,James Young,8,77.14,61.84,2025-07-06,Cork,230,On-Time,0.0,No Delay,41.94,79.17,1493.8,2,11.24,CUS-0440,Lopez-Green,No Complaint,No Complaint,8,1927.63,0.0
DEL-04341,TRK-026,Rigid Truck,10,Active,DRV-091,Keith Hayes,5,57.77,60.81,2025-11-04,Waterford,77,Delayed,4.43,Vehicle Breakdown,18.93,38.19,601.89,0,0.0,CUS-0224,Gordon-Smith,No Complaint,No Complaint,6,450.95,394.21
DEL-04342,TRK-080,Van,7,Maintenance,DRV-074,Ryan Walters,7,62.47,50.63,2026-02-23,Cork,304,Delayed,6.57,Traffic,73.97,152.17,1246.75,1,3.28,CUS-0396,Moody-Fox,Delivery Delay,Resolved,3,2119.71,702.14
DEL-04343,TRK-043,Refrigerated Truck,6,Active,DRV-060,Jordan Rogers,7,69.16,50.69,2026-01-08,Dublin,124,On-Time,0.0,No Delay,24.44,46.31,663.61,0,0.0,CUS-0484,Lynch-Alvarado,No Complaint,No Complaint,9,1028.62,0.0
DEL-04344,TRK-136,Articulated Truck,6,Breakdown,DRV-001,Tyrone Warner,1,68.41,55.41,2026-01-23,Galway,68,Delayed,14.43,Route Inefficiency,11.79,22.5,2547.34,3,15.35,CUS-0281,Salas Ltd,Delivery Delay,Open,3,435.22,2041.7
DEL-04345,TRK-020,Van,5,Active,DRV-016,Mrs. Kelsey Hendrix,4,80.33,82.24,2025-11-06,Cork,173,Delayed,12.66,Traffic,31.11,60.56,1612.78,2,9.61,CUS-0197,Watson-Anderson,Delivery Delay,Resolved,2,1199.82,1057.87
DEL-04346,TRK-147,Rigid Truck,11,Maintenance,DRV-068,Hector Cole,6,73.43,73.95,2025-07-11,Waterford,193,On-Time,0.0,No Delay,41.72,72.73,2408.88,2,12.54,CUS-0018,Little Group,No Complaint,No Complaint,9,1449.36,0.0
DEL-04347,TRK-055,Refrigerated Truck,9,Maintenance,DRV-026,Jorge Carter,5,70.93,70.24,2025-08-27,Cork,248,Delayed,16.58,Route Inefficiency,50.4,100.6,2423.3,2,19.02,CUS-0474,Wagner Ltd,Missing Delivery,Resolved,4,1458.93,1167.87
DEL-04348,TRK-081,Rigid Truck,6,Active,DRV-022,Isaac Torres,7,73.48,57.91,2025-12-15,Kildare,121,Delayed,9.08,Driver Issue,18.72,33.81,1755.19,1,8.13,CUS-0204,"Patterson, Hayes and Solomon",Missing Delivery,In Progress,2,777.65,616.43
DEL-04349,TRK-037,Articulated Truck,1,Active,DRV-006,Danielle Ramos,10,85.42,71.7,2025-06-08,Kildare,416,On-Time,0.0,No Delay,79.07,138.62,95.86,0,0.0,CUS-0214,"Garcia, Brooks and Cannon",No Complaint,No Complaint,8,3016.21,0.0
DEL-04350,TRK-111,Refrigerated Truck,11,Maintenance,DRV-051,Jamie Hunter,5,51.42,39.53,2026-04-24,Galway,222,On-Time,0.0,No Delay,63.14,123.25,3972.16,3,39.33,CUS-0019,"Lawrence, Salas and Oconnell",No Complaint,No Complaint,10,1813.35,0.0
DEL-04351,TRK-007,Articulated Truck,3,Breakdown,DRV-071,Andrew Chapman MD,14,52.56,50.6,2026-05-05,Meath,221,Failed,14.3,Route Inefficiency,39.79,88.5,2140.54,2,21.63,CUS-0005,Smith and Sons,Missing Delivery,Resolved,3,1261.21,1111.72
DEL-04352,TRK-055,Articulated Truck,11,Active,DRV-096,Kenneth Cooke,3,52.59,45.05,2026-05-19,Limerick,83,Delayed,7.26,Vehicle Breakdown,19.85,42.72,2208.15,1,4.44,CUS-0293,Wiggins-Jones,Missing Delivery,Escalated,5,572.94,898.13
DEL-04353,TRK-130,Refrigerated Truck,8,Active,DRV-095,Cindy Cantrell,2,48.55,37.25,2026-03-02,Waterford,167,On-Time,0.0,No Delay,35.25,67.47,1111.58,1,3.31,CUS-0198,Hawkins-Boyle,No Complaint,No Complaint,10,1094.68,0.0
DEL-04354,TRK-019,Articulated Truck,6,Active,DRV-048,Dr. Mikayla Baldwin,2,65.49,46.38,2025-07-19,Dublin,133,Delayed,6.99,Vehicle Breakdown,23.66,40.44,976.68,1,5.36,CUS-0108,Baker PLC,Delivery Delay,Resolved,2,601.65,882.7
DEL-04355,TRK-096,Rigid Truck,4,Active,DRV-045,Michael Phelps,10,46.11,38.85,2025-08-31,Kildare,123,On-Time,0.0,No Delay,27.05,46.89,1451.46,1,11.31,CUS-0495,Pugh-Hurst,No Complaint,No Complaint,9,896.8,0.0
DEL-04356,TRK-013,Rigid Truck,7,Active,DRV-082,Michael Rodgers,15,90.0,91.88,2025-08-29,Dublin,377,Delayed,7.9,Vehicle Breakdown,80.42,152.46,364.53,0,0.0,CUS-0460,"Johnston, Lambert and Scott",Delivery Delay,Open,4,2171.93,631.47
DEL-04357,TRK-099,Van,1,Maintenance,DRV-085,Angela Brown,15,86.31,87.88,2025-12-12,Meath,383,Delayed,3.42,Weather,58.92,122.79,939.27,1,13.23,CUS-0285,"Boyd, Atkins and Davis",Delivery Delay,Resolved,7,2898.6,293.77
DEL-04358,TRK-130,Rigid Truck,1,Active,DRV-071,Peter Johnson,7,65.98,64.77,2026-05-08,Galway,109,Delayed,12.64,Traffic,19.35,37.78,1439.02,1,14.36,CUS-0377,"Nash, Miller and Lawrence",Delivery Delay,In Progress,3,902.54,1818.12
DEL-04359,TRK-059,Van,5,Active,DRV-061,Sarah Guerra,13,74.71,56.3,2026-03-28,Kildare,375,Delayed,6.37,Traffic,80.38,169.02,587.48,0,0.0,CUS-0496,Torres-Powell,Delivery Delay,In Progress,3,2315.3,785.63
DEL-04360,TRK-096,Rigid Truck,11,Breakdown,DRV-002,Andre Lutz,3,60.42,56.2,2026-03-17,Meath,75,Delayed,15.11,Driver Issue,17.2,35.19,3033.61,3,11.59,CUS-0288,Banks-Burke,Missing Delivery,Escalated,5,368.38,1894.01
DEL-04361,TRK-041,Rigid Truck,5,Active,DRV-085,Michael Rhodes,7,82.85,56.16,2025-08-04,Cork,28,Failed,2.83,Traffic,5.0,9.13,1431.39,1,9.05,CUS-0412,Parker-Price,Wrong Delivery,Resolved,5,199.35,102.79
DEL-04362,TRK-003,Refrigerated Truck,4,Maintenance,DRV-088,Aaron Patterson,1,74.12,73.03,2025-07-04,Waterford,219,On-Time,0.0,No Delay,38.57,68.57,1122.49,1,6.85,CUS-0094,"Adams, Butler and Smith",No Complaint,No Complaint,10,1832.6,0.0
DEL-04363,TRK-149,Articulated Truck,2,Maintenance,DRV-071,Charles Robinson,13,55.07,31.07,2025-12-11,Galway,355,Delayed,3.53,Route Inefficiency,63.89,123.82,901.74,1,10.18,CUS-0026,"Smith, Hardy and Herrera",Delivery Delay,Resolved,7,2192.98,456.45
DEL-04364,TRK-059,Articulated Truck,12,Maintenance,DRV-083,Maria Lynch,3,84.1,78.5,2025-11-07,Dublin,383,On-Time,0.0,No Delay,89.48,169.56,2017.8,1,8.1,CUS-0118,Brown PLC,No Complaint,No Complaint,8,2796.68,0.0
DEL-04365,TRK-121,Refrigerated Truck,6,Maintenance,DRV-038,Brandy Morris,1,65.29,60.59,2026-04-23,Kildare,137,Delayed,10.27,Vehicle Breakdown,28.9,63.49,1519.48,1,9.36,CUS-0213,Dalton-Carter,Delivery Delay,Resolved,1,706.64,990.44
DEL-04366,TRK-013,Van,6,Breakdown,DRV-069,Laura Woods,13,77.74,57.69,2026-05-12,Galway,134,Delayed,18.42,Driver Issue,33.45,71.03,2881.5,3,34.1,CUS-0466,"Fuller, Benson and Wilson",Missing Delivery,Resolved,3,985.91,2327.62
DEL-04367,TRK-150,Articulated Truck,12,Maintenance,DRV-075,Natalie Lambert,11,51.91,29.52,2026-05-30,Limerick,129,Delayed,10.6,Route Inefficiency,35.46,70.88,2459.79,2,21.0,CUS-0234,Bauer-Harris,Delivery Delay,In Progress,1,751.57,1335.88
DEL-04368,TRK-064,Van,10,Maintenance,DRV-037,Sarah Brennan,4,67.74,61.54,2025-12-03,Waterford,83,Delayed,11.69,Vehicle Breakdown,16.54,29.62,3919.17,3,33.19,CUS-0230,Craig-Herrera,Wrong Delivery,Open,3,683.58,1361.45
DEL-04369,TRK-107,Rigid Truck,8,Active,DRV-030,Elizabeth Krause,8,68.66,73.52,2025-12-08,Meath,316,Failed,2.32,Weather,65.95,122.02,619.17,0,0.0,CUS-0318,Owen-Roberts,Missing Delivery,Resolved,4,2010.15,1608.67
DEL-04370,TRK-142,Van,7,Active,DRV-008,Sherry Navarro,8,100.0,100.0,2025-08-05,Kildare,277,On-Time,0.0,No Delay,53.96,94.87,948.82,1,11.82,CUS-0427,Booth Inc,No Complaint,No Complaint,8,1291.22,0.0
DEL-04371,TRK-122,Articulated Truck,4,Active,DRV-008,Rachel Wood,5,80.55,68.77,2026-03-03,Kildare,192,On-Time,0.0,No Delay,39.5,85.4,459.44,0,0.0,CUS-0218,"White, Atkins and Townsend",No Complaint,No Complaint,9,886.81,0.0
DEL-04372,TRK-073,Van,1,Active,DRV-005,Karen Ray,3,80.6,62.44,2025-07-02,Dublin,240,Delayed,2.79,Weather,40.85,78.66,578.21,1,9.89,CUS-0141,Mann-Clark,No Complaint,No Complaint,6,1194.47,248.55
DEL-04373,TRK-080,Refrigerated Truck,9,Maintenance,DRV-098,Kevin Evans,14,57.06,48.17,2026-04-07,Dublin,408,Failed,10.0,Vehicle Breakdown,73.24,142.51,2548.26,3,24.84,CUS-0152,"Howard, Nguyen and Jones",Missing Delivery,Resolved,4,2749.06,1559.13
DEL-04374,TRK-124,Articulated Truck,5,Maintenance,DRV-016,Mark Sullivan,11,70.38,73.8,2025-08-28,Limerick,269,Delayed,3.05,Vehicle Breakdown,47.55,85.63,1449.6,1,11.36,CUS-0104,"Wilson, West and Hughes",No Complaint,No Complaint,7,2176.35,202.56
DEL-04375,TRK-043,Refrigerated Truck,2,Active,DRV-054,Lisa Brown,13,83.85,71.66,2025-09-13,Cork,115,Delayed,4.14,Driver Issue,22.9,42.25,266.26,0,0.0,CUS-0396,Cole PLC,No Complaint,No Complaint,5,735.37,550.98
DEL-04376,TRK-097,Refrigerated Truck,9,Maintenance,DRV-041,Carla Mclean,7,63.11,55.19,2025-10-02,Limerick,108,Delayed,3.48,Traffic,20.95,40.52,2829.76,2,20.03,CUS-0470,"Lopez, Freeman and Flores",No Complaint,No Complaint,6,792.2,219.25
DEL-04377,TRK-117,Articulated Truck,2,Maintenance,DRV-082,Bryan Miles,2,74.58,70.75,2026-04-28,Waterford,164,Delayed,12.48,Driver Issue,31.0,61.04,4196.94,4,17.34,CUS-0001,Contreras-Butler,Missing Delivery,Open,4,1204.66,1032.77
DEL-04378,TRK-123,Articulated Truck,8,Breakdown,DRV-043,Gregory Patton MD,1,80.53,72.56,2026-02-24,Galway,309,Delayed,11.23,Driver Issue,58.51,111.01,1936.38,2,25.17,CUS-0038,Morrow and Sons,Delivery Delay,Resolved,1,2546.51,945.17
DEL-04379,TRK-101,Articulated Truck,1,Active,DRV-085,Casey Booker,8,77.03,77.45,2025-06-03,Dublin,279,On-Time,0.0,No Delay,53.77,90.23,408.79,1,10.54,CUS-0351,Cantrell-Love,No Complaint,No Complaint,9,1306.52,0.0
DEL-04380,TRK-082,Articulated Truck,6,Active,DRV-048,Ronald Evans,5,72.01,71.6,2025-10-01,Galway,394,On-Time,0.0,No Delay,72.32,140.45,447.18,0,0.0,CUS-0284,"Adams, Ochoa and King",No Complaint,No Complaint,8,2080.09,0.0
DEL-04381,TRK-047,Articulated Truck,7,Active,DRV-086,Dr. Andrea Parker,2,95.9,90.71,2025-07-06,Limerick,349,On-Time,0.0,No Delay,61.37,114.87,348.37,0,0.0,CUS-0120,"Edwards, Ramirez and Allen",No Complaint,No Complaint,9,2844.68,0.0
DEL-04382,TRK-134,Refrigerated Truck,3,Maintenance,DRV-054,Mrs. Heather Anderson,3,43.11,25.68,2026-05-14,Limerick,221,Delayed,5.52,Traffic,47.86,99.92,1790.03,1,4.17,CUS-0482,"Fuller, Griffith and Holmes",Damaged Goods,In Progress,3,1640.92,430.82
DEL-04383,TRK-077,Refrigerated Truck,8,Breakdown,DRV-034,Jeffrey Casey,11,66.09,44.74,2025-06-07,Dublin,391,Delayed,8.13,Vehicle Breakdown,82.35,151.8,1493.96,2,15.73,CUS-0309,"Parsons, Hernandez and Chapman",Delivery Delay,Resolved,5,3261.3,798.69
DEL-04384,TRK-024,Van,5,Active,DRV-030,Bobby Mitchell,3,53.42,50.38,2026-05-30,Galway,123,On-Time,0.0,No Delay,29.35,56.51,2170.62,1,12.65,CUS-0451,Edwards Inc,No Complaint,No Complaint,10,922.47,0.0
DEL-04385,TRK-137,Van,4,Active,DRV-024,Brian Jones,12,79.93,75.08,2026-03-07,Limerick,117,Failed,7.52,Vehicle Breakdown,20.01,38.72,1249.46,1,6.92,CUS-0231,Lin and Sons,Delivery Delay,Resolved,3,872.19,674.73
DEL-04386,TRK-087,Van,9,Maintenance,DRV-054,Brianna Gonzalez,1,65.97,49.88,2026-01-08,Limerick,380,Delayed,8.52,Driver Issue,95.68,173.6,1329.98,1,13.33,CUS-0403,Burke Inc,Delivery Delay,In Progress,3,2433.91,560.49
DEL-04387,TRK-134,Rigid Truck,4,Active,DRV-017,Lisa Garza,11,70.34,71.3,2026-04-15,Waterford,298,Delayed,13.96,Route Inefficiency,65.25,122.22,3082.07,4,45.38,CUS-0106,Campbell Ltd,Delivery Delay,In Progress,3,2184.8,2195.28
DEL-04388,TRK-111,Van,3,Active,DRV-038,Samantha Jones,1,69.16,57.53,2026-04-20,Waterford,293,Delayed,5.47,Traffic,44.11,93.25,1439.93,1,12.01,CUS-0473,Wallace Inc,Delivery Delay,Resolved,3,2044.34,398.79
DEL-04389,TRK-133,Van,11,Active,DRV-008,Amanda Gray,1,43.19,45.85,2025-08-21,Cork,82,On-Time,0.0,No Delay,22.42,42.35,1117.92,0,0.0,CUS-0387,"Carpenter, Long and Cain",No Complaint,No Complaint,8,534.51,0.0
DEL-04390,TRK-004,Articulated Truck,4,Active,DRV-079,Sandra Becker,7,91.56,100.0,2025-10-30,Dublin,305,Delayed,8.16,Traffic,69.3,140.24,2324.55,2,9.59,CUS-0287,"Austin, Burnett and Brown",Damaged Goods,In Progress,1,2541.13,729.75
DEL-04391,TRK-069,Rigid Truck,7,Breakdown,DRV-088,Francis Williams,6,75.16,71.4,2025-11-08,Waterford,246,Delayed,10.62,Vehicle Breakdown,52.94,93.58,2797.81,3,11.54,CUS-0246,Sloan-Whitaker,Damaged Goods,Resolved,5,1171.81,888.51
DEL-04392,TRK-147,Refrigerated Truck,7,Active,DRV-080,Susan Petersen,15,79.96,85.14,2025-08-08,Kildare,272,Failed,9.64,Driver Issue,64.11,109.23,596.29,0,0.0,CUS-0143,Hart-Green,Damaged Goods,Resolved,2,2045.68,963.17
DEL-04393,TRK-117,Refrigerated Truck,8,Active,DRV-053,Jason Burke,13,70.1,72.21,2026-04-24,Cork,21,Failed,13.67,Traffic,5.15,11.25,3708.31,3,19.73,CUS-0261,Levine LLC,Delivery Delay,Escalated,2,107.13,64.44
DEL-04394,TRK-102,Refrigerated Truck,6,Active,DRV-004,Nathan Hatfield,5,55.57,25.25,2026-04-23,Meath,58,On-Time,0.0,No Delay,9.61,18.65,805.68,0,0.0,CUS-0374,"Blackwell, Wright and Middleton",No Complaint,No Complaint,9,270.65,0.0
DEL-04395,TRK-116,Refrigerated Truck,4,Active,DRV-055,Jeffrey Young,9,93.29,82.99,2025-08-22,Dublin,405,On-Time,0.0,No Delay,66.45,123.76,393.84,0,0.0,CUS-0064,"Smith, Wright and Miller",No Complaint,No Complaint,9,2214.74,0.0
DEL-04396,TRK-096,Articulated Truck,12,Active,DRV-018,Logan Brown,4,59.01,66.61,2025-12-22,Meath,284,On-Time,0.0,No Delay,55.57,118.68,2366.99,1,6.28,CUS-0185,"Munoz, Chavez and Neal",No Complaint,No Complaint,8,2136.4,0.0
DEL-04397,TRK-003,Van,10,Breakdown,DRV-055,Cathy Hart,6,80.84,82.15,2025-06-10,Waterford,171,Delayed,5.18,Vehicle Breakdown,49.22,87.05,2473.29,3,22.82,CUS-0031,Ortiz-Contreras,No Complaint,No Complaint,5,1210.57,277.12
DEL-04398,TRK-111,Refrigerated Truck,12,Breakdown,DRV-100,Michelle Cook,1,90.76,88.23,2025-06-17,Cork,205,Delayed,6.04,Vehicle Breakdown,55.01,98.83,2152.81,2,17.39,CUS-0467,Ortega-Murray,Wrong Delivery,Open,4,1094.54,409.74
DEL-04399,TRK-147,Van,6,Active,DRV-020,Sandra Warren,15,74.61,79.25,2025-07-10,Galway,53,On-Time,0.0,No Delay,12.76,24.04,535.97,0,0.0,CUS-0378,Webb-Cannon,No Complaint,No Complaint,10,266.15,0.0
DEL-04400,TRK-081,Articulated Truck,12,Active,DRV-011,Lauren Wyatt,12,59.22,53.29,2026-03-27,Kildare,179,Failed,9.01,Route Inefficiency,44.71,85.08,2307.06,1,7.58,CUS-0378,Hamilton Ltd,Delivery Delay,Open,4,1082.59,835.64
DEL-04401,TRK-129,Van,10,Maintenance,DRV-006,Miranda Fleming,6,70.72,58.14,2025-12-20,Waterford,412,Delayed,18.09,Vehicle Breakdown,81.0,165.87,4573.77,3,35.02,CUS-0062,Mitchell-Mccall,Missing Delivery,Open,5,2735.61,1573.38
DEL-04402,TRK-127,Articulated Truck,2,Breakdown,DRV-019,Amanda Kidd,9,84.43,74.2,2026-06-01,Cork,48,On-Time,0.0,No Delay,9.07,19.35,1595.66,3,15.58,CUS-0307,"Ellison, Cardenas and Sims",No Complaint,No Complaint,8,267.88,0.0
DEL-04403,TRK-016,Refrigerated Truck,12,Active,DRV-021,Lisa Jackson,1,61.6,49.35,2025-07-23,Cork,130,Delayed,7.68,Traffic,28.65,54.0,888.59,0,0.0,CUS-0169,"Morris, Owens and Wise",Driver Behaviour,Resolved,4,943.58,799.67
DEL-04404,TRK-125,Van,11,Active,DRV-066,Jose Olsen,1,66.8,51.77,2025-10-07,Kildare,51,Failed,1.17,Driver Issue,14.06,25.62,864.72,0,0.0,CUS-0040,Yang PLC,Delivery Delay,In Progress,3,370.11,218.68
DEL-04405,TRK-047,Refrigerated Truck,12,Breakdown,DRV-072,Angela Spencer,14,77.28,68.89,2025-11-21,Waterford,125,Delayed,20.53,Vehicle Breakdown,29.39,55.84,2742.78,4,24.68,CUS-0192,"Padilla, Glenn and Ross",Delivery Delay,In Progress,5,774.83,2826.3
DEL-04406,TRK-034,Van,2,Active,DRV-065,Benjamin Gay,12,69.03,56.74,2025-11-29,Cork,279,Delayed,13.34,Traffic,49.51,95.49,1590.1,3,17.85,CUS-0036,"Bradshaw, Oliver and Jefferson",Wrong Delivery,Resolved,1,1790.46,914.55
DEL-04407,TRK-097,Van,2,Active,DRV-069,Jennifer Mckinney,8,79.0,66.16,2026-04-29,Limerick,172,Delayed,6.2,Traffic,36.71,78.48,757.06,1,8.7,CUS-0016,Avery-Williams,Missing Delivery,Open,2,1285.98,772.66
DEL-04408,TRK-120,Articulated Truck,10,Breakdown,DRV-098,Paula Villarreal,2,99.17,88.18,2025-11-01,Galway,241,Delayed,19.77,Driver Issue,46.12,91.1,3724.61,3,22.96,CUS-0201,Singleton LLC,Missing Delivery,In Progress,4,1282.18,2066.27
DEL-04409,TRK-093,Van,3,Breakdown,DRV-084,Vickie Davis,9,89.13,71.64,2026-05-12,Dublin,185,On-Time,0.0,No Delay,35.12,69.13,2309.71,2,22.85,CUS-0499,Adams Ltd,No Complaint,No Complaint,10,1525.86,0.0
DEL-04410,TRK-014,Van,10,Active,DRV-099,Diana Cole,1,52.82,42.01,2026-01-28,Dublin,394,Delayed,11.21,Vehicle Breakdown,100.91,189.91,1330.74,1,14.44,CUS-0474,"Greene, Bright and Gonzalez",Delivery Delay,Escalated,2,2830.4,1119.78
DEL-04411,TRK-149,Articulated Truck,10,Maintenance,DRV-052,William Zamora,9,60.86,35.09,2026-04-17,Limerick,390,Delayed,11.9,Route Inefficiency,94.26,207.64,3411.35,3,23.52,CUS-0352,Jones-Rogers,Missing Delivery,Open,2,2121.47,1669.5
DEL-04412,TRK-006,Van,11,Maintenance,DRV-098,Dr. Patricia Gibson,13,62.92,70.8,2025-06-19,Waterford,82,Delayed,8.69,Driver Issue,22.98,38.4,3257.88,2,13.16,CUS-0488,"Waters, Smith and Murray",Missing Delivery,In Progress,4,390.83,548.77
DEL-04413,TRK-032,Van,9,Breakdown,DRV-085,Wendy Hopkins,11,47.24,31.05,2026-01-11,Dublin,387,Delayed,5.91,Vehicle Breakdown,106.27,212.27,2802.01,2,28.09,CUS-0032,"Burke, Thomas and Hawkins",Missing Delivery,In Progress,4,2024.97,541.15
DEL-04414,TRK-027,Refrigerated Truck,12,Active,DRV-002,George Greene,12,71.86,64.95,2026-02-01,Dublin,300,On-Time,0.0,No Delay,78.13,161.83,952.56,0,0.0,CUS-0115,Mclean-Neal,No Complaint,No Complaint,10,2052.14,0.0
DEL-04415,TRK-116,Refrigerated Truck,8,Maintenance,DRV-072,Michelle Atkins,14,78.17,86.17,2026-04-03,Meath,130,Delayed,15.73,Driver Issue,31.46,58.64,2369.35,2,13.77,CUS-0395,Williams PLC,Driver Behaviour,In Progress,5,819.23,1254.59
DEL-04416,TRK-084,Van,7,Active,DRV-016,Dawn Kennedy,5,88.95,61.92,2026-01-09,Cork,208,On-Time,0.0,No Delay,51.23,100.57,733.68,0,0.0,CUS-0216,Potter PLC,No Complaint,No Complaint,8,1214.9,0.0
DEL-04417,TRK-012,Refrigerated Truck,2,Active,DRV-042,Justin Villanueva,11,75.72,59.91,2025-08-26,Cork,317,On-Time,0.0,No Delay,55.53,96.3,182.01,0,0.0,CUS-0163,"Cox, Moore and Barnes",No Complaint,No Complaint,10,1464.07,0.0
DEL-04418,TRK-012,Rigid Truck,11,Active,DRV-009,Rebecca Anderson,2,60.76,66.87,2025-06-05,Galway,110,On-Time,0.0,No Delay,21.86,36.91,1691.84,1,5.41,CUS-0488,Thompson-Leblanc,No Complaint,No Complaint,10,594.52,0.0
DEL-04419,TRK-003,Van,2,Active,DRV-099,Benjamin Welch,11,85.44,58.5,2026-04-05,Dublin,411,On-Time,0.0,No Delay,76.98,161.88,543.18,0,0.0,CUS-0129,Vasquez-Rodriguez,No Complaint,No Complaint,10,3261.27,0.0
DEL-04420,TRK-037,Van,4,Active,DRV-080,Steven Brown,5,78.29,68.92,2026-04-15,Cork,284,Delayed,4.5,Driver Issue,40.91,80.08,1627.44,1,13.64,CUS-0218,Miller-Alvarado,Missing Delivery,Open,2,1858.75,527.77
DEL-04421,TRK-029,Van,2,Maintenance,DRV-077,David Johnson,3,66.28,69.19,2025-12-08,Dublin,198,Delayed,9.75,Driver Issue,36.26,71.84,2557.4,2,24.38,CUS-0144,Welch-Anderson,Wrong Delivery,In Progress,2,1201.39,661.53
DEL-04422,TRK-082,Rigid Truck,9,Maintenance,DRV-074,Daniel Ayala,1,62.22,59.59,2025-06-24,Galway,187,Failed,9.41,Traffic,34.24,61.24,1645.01,1,7.8,CUS-0300,"Roberson, Clark and Baldwin",Damaged Goods,Resolved,2,1367.09,949.02
DEL-04423,TRK-085,Rigid Truck,2,Breakdown,DRV-041,Tonya Smith,2,54.25,30.55,2026-04-22,Galway,131,Failed,10.82,Vehicle Breakdown,22.93,43.73,1580.11,2,19.4,CUS-0166,Davis-Davis,Missing Delivery,Open,2,1068.26,933.01
